week_start,week_end,week,month,year,theft,population_rate,education_rate,poverty_rate,inflation_rate,unemployment_rate,gdp,cpi
23/03/2020,29/03/2020,4,March,2020,444,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
30/03/2020,05/04/2020,1,April,2020,477,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
06/04/2020,12/04/2020,2,April,2020,481,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
13/04/2020,19/04/2020,3,April,2020,500,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
20/04/2020,26/04/2020,4,April,2020,503,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
27/04/2020,03/05/2020,5,April,2020,453,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
04/05/2020,10/05/2020,1,May,2020,439,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
11/05/2020,17/05/2020,2,May,2020,439,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
18/05/2020,24/05/2020,3,May,2020,448,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
25/05/2020,31/05/2020,4,May,2020,419,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
01/06/2020,07/06/2020,1,June,2020,410,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
08/06/2020,14/06/2020,2,June,2020,304,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
15/06/2020,21/06/2020,3,June,2020,372,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
22/06/2020,28/06/2020,4,June,2020,439,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
29/06/2020,05/07/2020,1,July,2020,466,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
06/07/2020,12/07/2020,2,July,2020,457,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
13/07/2020,19/07/2020,3,July,2020,481,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
20/07/2020,26/07/2020,4,July,2020,512,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
27/07/2020,02/08/2020,5,July,2020,514,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
03/08/2020,09/08/2020,1,August,2020,541,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
10/08/2020,16/08/2020,2,August,2020,562,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
17/08/2020,23/08/2020,3,August,2020,539,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
24/08/2020,30/08/2020,4,August,2020,586,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
31/08/2020,06/09/2020,1,September,2020,620,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
07/09/2020,13/09/2020,2,September,2020,566,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
14/09/2020,20/09/2020,3,September,2020,646,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
21/09/2020,27/09/2020,4,September,2020,660,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
28/09/2020,04/10/2020,1,October,2020,683,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
05/10/2020,11/10/2020,2,October,2020,689,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
12/10/2020,18/10/2020,3,October,2020,681,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
19/10/2020,25/10/2020,4,October,2020,625,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
26/10/2020,01/11/2020,5,October,2020,634,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
02/11/2020,08/11/2020,1,November,2020,597,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
09/11/2020,15/11/2020,2,November,2020,616,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
16/11/2020,22/11/2020,3,November,2020,613,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
23/11/2020,29/11/2020,4,November,2020,585,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
30/11/2020,06/12/2020,1,December,2020,660,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
07/12/2020,13/12/2020,2,December,2020,662,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
14/12/2020,20/12/2020,3,December,2020,674,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
21/12/2020,27/12/2020,4,December,2020,541,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
28/12/2020,03/01/2021,5,December,2020,618,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
04/01/2021,10/01/2021,1,January,2021,571,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
11/01/2021,17/01/2021,2,January,2021,538,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
18/01/2021,24/01/2021,3,January,2021,557,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
25/01/2021,31/01/2021,4,January,2021,528,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
01/02/2021,07/02/2021,1,February,2021,604,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
08/02/2021,14/02/2021,2,February,2021,465,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
15/02/2021,21/02/2021,3,February,2021,498,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
22/02/2021,28/02/2021,4,February,2021,552,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
01/03/2021,07/03/2021,1,March ,2021,589,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
08/03/2021,14/03/2021,2,March ,2021,570,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
15/03/2021,21/03/2021,3,March ,2021,529,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
22/03/2021,28/03/2021,4,March ,2021,476,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
29/03/2021,04/04/2021,1,April,2021,548,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
05/04/2021,11/04/2021,2,April,2021,508,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
12/04/2021,18/04/2021,3,April,2021,488,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
19/04/2021,25/04/2021,4,April,2021,538,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
26/04/2021,02/05/2021,5,April,2021,541,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
03/05/2021,09/05/2021,1,May,2021,518,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
10/05/2021,16/05/2021,2,May,2021,611,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
17/05/2021,23/05/2021,3,May,2021,562,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
24/05/2021,30/05/2021,4,May,2021,652,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
31/05/2021,06/06/2021,1,June,2021,587,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
07/06/2021,13/06/2021,2,June,2021,610,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
14/06/2021,20/06/2021,3,June,2021,631,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
21/06/2021,27/06/2021,4,June,2021,551,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
28/06/2021,04/07/2021,1,July,2021,620,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
05/07/2021,11/07/2021,2,July,2021,625,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
12/07/2021,18/07/2021,3,July,2021,642,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
19/07/2021,25/07/2021,4,July,2021,576,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
26/07/2021,01/08/2021,5,July,2021,701,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
02/08/2021,08/08/2021,1,August,2021,627,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
09/08/2021,15/08/2021,2,August,2021,609,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
16/08/2021,22/08/2021,3,August,2021,702,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
23/08/2021,29/08/2021,4,August,2021,665,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
30/08/2021,05/09/2021,1,September,2021,712,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
06/09/2021,12/09/2021,2,September,2021,686,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
13/09/2021,19/09/2021,3,September,2021,790,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
20/09/2021,26/09/2021,4,September,2021,740,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
27/09/2021,03/10/2021,5,September,2021,804,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
04/10/2021,10/10/2021,1,October,2021,733,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
11/10/2021,17/10/2021,2,October,2021,749,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
18/10/2021,24/10/2021,3,October,2021,738,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
25/10/2021,31/10/2021,4,October,2021,759,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
01/11/2021,07/11/2021,1,November,2021,808,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
08/11/2021,14/11/2021,2,November,2021,695,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
15/11/2021,21/11/2021,3,November,2021,686,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
22/11/2021,28/11/2021,4,November,2021,682,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
29/11/2021,05/12/2021,1,December,2021,741,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
06/12/2021,12/12/2021,2,December,2021,638,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
13/12/2021,19/12/2021,3,December,2021,707,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
20/12/2021,26/12/2021,4,December,2021,643,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
27/12/2021,02/01/2022,5,December,2021,585,0.82,-4.2,9.9,4.742,5.22,1.63,3.89
03/01/2022,09/01/2022,1,January,2022,645,0.81,-0.3,10,8.92,4.07,0.31,6.69
10/01/2022,16/01/2022,2,January,2022,672,0.81,-0.3,10,8.92,4.07,0.31,6.69
17/01/2022,23/01/2022,3,January,2022,707,0.81,-0.3,10,8.92,4.07,0.31,6.69
24/01/2022,30/01/2022,4,January,2022,821,0.81,-0.3,10,8.92,4.07,0.31,6.69
31/01/2022,06/02/2022,1,February,2022,778,0.81,-0.3,10,8.92,4.07,0.31,6.69
07/02/2022,13/02/2022,2,February,2022,835,0.81,-0.3,10,8.92,4.07,0.31,6.69
14/02/2022,20/02/2022,3,February,2022,756,0.81,-0.3,10,8.92,4.07,0.31,6.69
21/02/2022,27/02/2022,4,February,2022,751,0.81,-0.3,10,8.92,4.07,0.31,6.69
28/02/2022,06/03/2022,1,March ,2022,756,0.81,-0.3,10,8.92,4.07,0.31,6.69
07/03/2022,13/03/2022,2,March ,2022,748,0.81,-0.3,10,8.92,4.07,0.31,6.69
14/03/2022,20/03/2022,3,March ,2022,708,0.81,-0.3,10,8.92,4.07,0.31,6.69
21/03/2022,27/03/2022,4,March ,2022,686,0.81,-0.3,10,8.92,4.07,0.31,6.69
28/03/2022,03/04/2022,5,March ,2022,723,0.81,-0.3,10,8.92,4.07,0.31,6.69
04/04/2022,10/04/2022,1,April,2022,712,0.81,-0.3,10,8.92,4.07,0.31,6.69
11/04/2022,17/04/2022,2,April,2022,720,0.81,-0.3,10,8.92,4.07,0.31,6.69
18/04/2022,24/04/2022,3,April,2022,674,0.81,-0.3,10,8.92,4.07,0.31,6.69
25/04/2022,01/05/2022,4,April,2022,689,0.81,-0.3,10,8.92,4.07,0.31,6.69
02/05/2022,08/05/2022,1,May,2022,658,0.81,-0.3,10,8.92,4.07,0.31,6.69
09/05/2022,15/05/2022,2,May,2022,740,0.81,-0.3,10,8.92,4.07,0.31,6.69
16/05/2022,22/05/2022,3,May,2022,684,0.81,-0.3,10,8.92,4.07,0.31,6.69
23/05/2022,29/05/2022,4,May,2022,632,0.81,-0.3,10,8.92,4.07,0.31,6.69
30/05/2022,05/06/2022,1,June,2022,605,0.81,-0.3,10,8.92,4.07,0.31,6.69
06/06/2022,12/06/2022,2,June,2022,686,0.81,-0.3,10,8.92,4.07,0.31,6.69
13/06/2022,19/06/2022,3,June,2022,642,0.81,-0.3,10,8.92,4.07,0.31,6.69
20/06/2022,26/06/2022,4,June,2022,666,0.81,-0.3,10,8.92,4.07,0.31,6.69
27/06/2022,03/07/2022,5,June,2022,713,0.81,-0.3,10,8.92,4.07,0.31,6.69
04/07/2022,10/07/2022,1,July,2022,682,0.81,-0.3,10,8.92,4.07,0.31,6.69
11/07/2022,17/07/2022,2,July,2022,678,0.81,-0.3,10,8.92,4.07,0.31,6.69
18/07/2022,24/07/2022,3,July,2022,690,0.81,-0.3,10,8.92,4.07,0.31,6.69
25/07/2022,31/07/2022,4,July,2022,652,0.81,-0.3,10,8.92,4.07,0.31,6.69
01/08/2022,07/08/2022,1,August,2022,726,0.81,-0.3,10,8.92,4.07,0.31,6.69
08/08/2022,14/08/2022,2,August,2022,677,0.81,-0.3,10,8.92,4.07,0.31,6.69
15/08/2022,21/08/2022,3,August,2022,710,0.81,-0.3,10,8.92,4.07,0.31,6.69
22/08/2022,28/08/2022,4,August,2022,662,0.81,-0.3,10,8.92,4.07,0.31,6.69
29/08/2022,04/09/2022,1,September,2022,676,0.81,-0.3,10,8.92,4.07,0.31,6.69
05/09/2022,11/09/2022,2,September,2022,606,0.81,-0.3,10,8.92,4.07,0.31,6.69
12/09/2022,18/09/2022,3,September,2022,640,0.81,-0.3,10,8.92,4.07,0.31,6.69
19/09/2022,25/09/2022,4,September,2022,722,0.81,-0.3,10,8.92,4.07,0.31,6.69
26/09/2022,02/10/2022,5,September,2022,659,0.81,-0.3,10,8.92,4.07,0.31,6.69
03/10/2022,09/10/2022,1,October,2022,597,0.81,-0.3,10,8.92,4.07,0.31,6.69
10/10/2022,16/10/2022,2,October,2022,667,0.81,-0.3,10,8.92,4.07,0.31,6.69
17/10/2022,23/10/2022,3,October,2022,674,0.81,-0.3,10,8.92,4.07,0.31,6.69
24/10/2022,30/10/2022,4,October,2022,718,0.81,-0.3,10,8.92,4.07,0.31,6.69
31/10/2022,06/11/2022,1,November,2022,675,0.81,-0.3,10,8.92,4.07,0.31,6.69
07/11/2022,13/11/2022,2,November,2022,651,0.81,-0.3,10,8.92,4.07,0.31,6.69
14/11/2022,20/11/2022,3,November,2022,636,0.81,-0.3,10,8.92,4.07,0.31,6.69
21/11/2022,27/11/2022,4,November,2022,617,0.81,-0.3,10,8.92,4.07,0.31,6.69
28/11/2022,04/12/2022,1,December,2022,619,0.81,-0.3,10,8.92,4.07,0.31,6.69
05/12/2022,11/12/2022,2,December,2022,647,0.81,-0.3,10,8.92,4.07,0.31,6.69
12/12/2022,18/12/2022,3,December,2022,700,0.81,-0.3,10,8.92,4.07,0.31,6.69
19/12/2022,25/12/2022,4,December,2022,545,0.81,-0.3,10,8.92,4.07,0.31,6.69
26/12/2022,01/01/2023,5,December,2022,638,0.81,-0.3,10,8.92,4.07,0.31,6.69
02/01/2023,08/01/2023,1,January,2023,633,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
09/01/2023,15/01/2023,2,January,2023,533,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
16/01/2023,22/01/2023,3,January,2023,605,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
23/01/2023,29/01/2023,4,January,2023,567,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
30/01/2023,05/02/2023,1,February,2023,534,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
06/02/2023,12/02/2023,2,February,2023,573,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
13/02/2023,19/02/2023,3,February,2023,564,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
20/02/2023,26/02/2023,4,February,2023,525,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
27/02/2023,05/03/2023,1,March,2023,490,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
06/03/2023,12/03/2023,2,March,2023,543,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
13/03/2023,19/03/2023,3,March,2023,555,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
20/03/2023,26/03/2023,4,March,2023,536,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
27/03/2023,02/04/2023,5,March,2023,583,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
03/04/2023,09/04/2023,1,April,2023,582,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
10/04/2023,16/04/2023,2,April,2023,558,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
17/04/2023,23/04/2023,3,April,2023,580,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
24/04/2023,30/04/2023,4,April,2023,673,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
01/05/2023,07/05/2023,1,May,2023,553,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
08/05/2023,14/05/2023,2,May,2023,642,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
15/05/2023,21/05/2023,3,May,2023,607,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
22/05/2023,28/05/2023,4,May,2023,616,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
29/05/2023,04/06/2023,1,June,2023,532,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
05/06/2023,11/06/2023,2,June,2023,533,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
12/06/2023,18/06/2023,3,June,2023,583,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
19/06/2023,25/06/2023,4,June,2023,588,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
26/06/2023,02/07/2023,5,June,2023,633,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
03/07/2023,09/07/2023,1,July,2023,585,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
10/07/2023,16/07/2023,2,July,2023,735,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
17/07/2023,23/07/2023,3,July,2023,743,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
24/07/2023,30/07/2023,4,July,2023,671,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
31/07/2023,06/08/2023,1,August,2023,711,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
07/08/2023,13/08/2023,2,August,2023,689,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
14/08/2023,20/08/2023,3,August,2023,638,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
21/08/2023,27/08/2023,4,August,2023,720,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
28/08/2023,03/09/2023,5,August,2023,690,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
04/09/2023,10/09/2023,1,September,2023,691,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
11/09/2023,17/09/2023,2,September,2023,654,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
18/09/2023,24/09/2023,3,September,2023,575,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
25/09/2023,01/10/2023,4,September,2023,638,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
02/10/2023,08/10/2023,1,October,2023,606,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
09/10/2023,15/10/2023,2,October,2023,618,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
16/10/2023,22/10/2023,3,October,2023,639,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
23/10/2023,29/10/2023,4,October,2023,639,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
30/10/2023,05/11/2023,1,November,2023,660,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
06/11/2023,12/11/2023,2,November,2023,632,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
13/11/2023,19/11/2023,3,November,2023,675,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
20/11/2023,26/11/2023,4,November,2023,636,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
27/11/2023,03/12/2023,5,November,2023,630,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
04/12/2023,10/12/2023,1,December,2023,611,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
11/12/2023,17/12/2023,2,December,2023,583,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
18/12/2023,24/12/2023,3,December,2023,598,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
25/12/2023,31/12/2023,4,December,2023,595,0.86,-1.7,10.3,5.798,4.07,0.97,3.14
01/01/2024,07/01/2023,1,January,2024,563,0.85,0.03,11.5,3.063,4.8,1.53,3.38
08/01/2024,14/01/2024,2,January,2024,495,0.85,0.03,11.5,3.063,4.8,1.53,3.38
15/01/2024,21/01/2024,3,January,2024,567,0.85,0.03,11.5,3.063,4.8,1.53,3.38
22/01/2024,28/01/2024,4,January,2024,580,0.85,0.03,11.5,3.063,4.8,1.53,3.38
29/01/2024,04/02/2024,1,February,2024,471,0.85,0.03,11.5,3.063,4.8,1.53,3.38
05/02/2024,11/02/2024,2,February,2024,523,0.85,0.03,11.5,3.063,4.8,1.53,3.38
12/02/2024,18/02/2024,3,February,2024,491,0.85,0.03,11.5,3.063,4.8,1.53,3.38
19/02/2024,25/02/2024,4,February,2024,516,0.85,0.03,11.5,3.063,4.8,1.53,3.38
26/02/2024,03/03/2024,5,February,2024,481,0.85,0.03,11.5,3.063,4.8,1.53,3.38
04/03/2024,10/03/2024,1,March,2024,482,0.85,0.03,11.5,3.063,4.8,1.53,3.38
11/03/2024,17/03/2024,2,March,2024,551,0.85,0.03,11.5,3.063,4.8,1.53,3.38
18/03/2024,24/03/2024,3,March,2024,573,0.85,0.03,11.5,3.063,4.8,1.53,3.38
25/03/2024,31/03/2024,4,March,2024,521,0.85,0.03,11.5,3.063,4.8,1.53,3.38
01/04/2024,07/04/2024,1,April,2024,469,0.85,0.03,11.5,3.063,4.8,1.53,3.38
08/04/2024,14/04/2024,2,April,2024,494,0.85,0.03,11.5,3.063,4.8,1.53,3.38
15/04/2024,21/04/2024,3,April,2024,526,0.85,0.03,11.5,3.063,4.8,1.53,3.38
22/04/2024,28/04/2024,4,April,2024,611,0.85,0.03,11.5,3.063,4.8,1.53,3.38
29/04/2024,05/05/2024,1,May,2024,600,0.85,0.03,11.5,3.063,4.8,1.53,3.38
06/05/2024,12/05/2024,2,May,2024,573,0.85,0.03,11.5,3.063,4.8,1.53,3.38
13/05/2024,19/05/2024,3,May,2024,560,0.85,0.03,11.5,3.063,4.8,1.53,3.38
20/05/2024,26/05/2024,4,May,2024,601,0.85,0.03,11.5,3.063,4.8,1.53,3.38
27/05/2024,02/06/2024,5,May,2024,617,0.85,0.03,11.5,3.063,4.8,1.53,3.38
03/06/2024,09/06/2024,1,June,2024,551,0.85,0.03,11.5,3.063,4.8,1.53,3.38
10/06/2024,16/06/2024,2,June,2024,560,0.85,0.03,11.5,3.063,4.8,1.53,3.38
17/06/2024,23/06/2024,3,June,2024,513,0.85,0.03,11.5,3.063,4.8,1.53,3.38
24/06/2024,30/06/2024,4,June,2024,576,0.85,0.03,11.5,3.063,4.8,1.53,3.38
01/07/2024,07/07/2024,1,July,2024,585,0.85,0.03,11.5,3.063,4.8,1.53,3.38
08/07/2024,14/07/2024,2,July,2024,509,0.85,0.03,11.5,3.063,4.8,1.53,3.38
15/07/2024,21/07/2024,3,July,2024,653,0.85,0.03,11.5,3.063,4.8,1.53,3.38
22/07/2024,28/07/2024,4,July,2024,644,0.85,0.03,11.5,3.063,4.8,1.53,3.38
29/07/2024,04/08/2024,1,August,2024,632,0.85,0.03,11.5,3.063,4.8,1.53,3.38
05/08/2024,11/08/2024,2,August,2024,618,0.85,0.03,11.5,3.063,4.8,1.53,3.38
12/08/2024,18/08/2024,3,August,2024,653,0.85,0.03,11.5,3.063,4.8,1.53,3.38
19/08/2024,25/08/2024,4,August,2024,660,0.85,0.03,11.5,3.063,4.8,1.53,3.38
26/08/2024,01/09/2024,5,August,2024,699,0.85,0.03,11.5,3.063,4.8,1.53,3.38
02/09/2024,08/09/2024,1,September,2024,706,0.85,0.03,11.5,3.063,4.8,1.53,3.38
09/09/2024,15/09/2024,2,September,2024,654,0.85,0.03,11.5,3.063,4.8,1.53,3.38
16/09/2024,22/09/2024,3,September,2024,658,0.85,0.03,11.5,3.063,4.8,1.53,3.38
23/09/2024,29/09/2024,4,September,2024,723,0.85,0.03,11.5,3.063,4.8,1.53,3.38
